Unnamed: 0,user_location,id,date,text,in_reply_to_status_id,in_reply_to_user_id,retweet_original_user,retweet_original_tweet_id,hashtags,retweet_count,favorite_count,source,user_id,cleaned
0,,1517969386249854977,2022-04-23 20:51:18+00:00,"Последствия боевых действий на востоке Украины

#Украина #Ukraine #UkraineWar #RussiaUkraineWar #war #UkraineRussianWar #WARINUKRAINE https://t.co/PreRChVasW",,,,,"['Украина', 'Ukraine', 'UkraineWar', 'RussiaUkraineWar', 'war']",0,0,Twitter for Android,8.027999999732818e+17,последствия боевых действий на востоке украины украина ukraine ukrainewar russiaukrainewar war ukrainerussianwar warinukraine
1,,1517969260949250048,2022-04-23 20:50:48+00:00,"@TheresiaCrone #climatecrisis and #RussiaUkraineWar both demand a #renewableenergy revolution ! - - - - in this context, not to forget: agro-photovoltaics: good against #climatecrisis + #energydependency + unemployment; and brings even higher #harvest results in many cases (cf. Fraunhofer ISE)",1.517892267335463e+18,1.1931103665339023e+18,,,"['climatecrisis', 'RussiaUkraineWar', 'renewableenergy']",0,0,Twitter Web App,1009678916.0,theresiacrone climatecrisis and russiaukrainewar both demand renewableenergy revolution this context not to forget agro-photovoltaics good against climatecrisis energydependency unemployment and brings even higher harvest results many cases cf fraunhofer ise
2,Italia,1517968508813991936,2022-04-23 20:47:49+00:00,"#Russia 🇷🇺 / #Ukraine 🇺🇦

❗❗Explosions reported in Mykolaiv

#UkraineRussianWar
#RussiaUkraineWar 
#UkraineRussiaWar",,,,,"['Russia', 'Ukraine', 'UkraineRussianWar', 'RussiaUkraineWar', 'UkraineRussiaWar']",0,0,Twitter for Android,9.85264069816062e+17,russia 🇷🇺 ukraine 🇺🇦 ❗❗explosions reported mykolaiv ukrainerussianwar russiaukrainewar ukrainerussiawar
3,,1517967820105170944,2022-04-23 20:45:05+00:00,"#Turkey closes airspace to Russian military aircraft to #Syria: FM Çavuşoğlu 

#Russia #Ukraine #RussiaUkraineWar #NATO #geopolitics #geostrategy

https://t.co/kiuXqOJpA0",,,,,"['Turkey', 'Syria', 'Russia', 'Ukraine', 'RussiaUkraineWar']",1,1,Twitter Web App,132683168.0,turkey closes airspace to russian military aircraft to syria fm çavuşoğlu russia ukraine russiaukrainewar nato geopolitics geostrategy
4,,1517967450721112064,2022-04-23 20:43:37+00:00,#NaziRussia #Nazi #NaziRussianArmy #WarCrimes #WarCrimesofRussia #genocide #GenocideOfUkrainians #RussiaUkraineWar #War #Ukraine https://t.co/WWfLVxjEjV,,,,,"['NaziRussia', 'Nazi', 'NaziRussianArmy', 'WarCrimes', 'WarCrimesofRussia', 'genocide', 'GenocideOfUkrainians', 'RussiaUkraineWar']",0,0,Twitter for Android,1.49869079270101e+18,nazirussia nazi nazirussianarmy warcrimes warcrimesofrussia genocide genocideofukrainians russiaukrainewar war ukraine
5,"Moscow 🆉 55.77174400703612, 3",1517967158143328259,2022-04-23 20:42:27+00:00,"🔥Fuoco di copertura 🔥
per lo spostamento delle colonne dell'esercito delle forze armate Russe.Part 2️⃣
🆉 #Zperlavittoria ✊🇷🇺🆉 #Zaporozhye 
#Donbas #putin #Kharkiv #ZelenskyWarCriminal  #putin #Odessa #kiev #Ucraina #RussianUkrainianWar #RussiaUkraineWar #Donbas #Ukraine️ https://t.co/QRuFuyWNfK",,,,,,0,0,Twitter Web App,1.5056662693071462e+18,🔥fuoco copertura 🔥 spostamento colonne dell'esercito forze armate russe.part 2️⃣ 🆉 zperlavittoria ✊🇷🇺🆉 zaporozhye donbas putin kharkiv zelenskywarcriminal putin odessa kiev ucraina russianukrainianwar russiaukrainewar donbas ukraine️
6,"Moscow 🆉 55.77174400703612, 3",1517967069207306240,2022-04-23 20:42:06+00:00,"🔥Fuoco di copertura 🔥
per lo spostamento delle colonne dell'esercito delle forze armate Russe.Part 1️⃣
🆉 #Zperlavittoria ✊🇷🇺🆉 #Zaporozhye 
#Donbas #putin #Kharkiv #ZelenskyWarCriminal  #putin #Odessa #kiev #Ucraina #RussianUkrainianWar #RussiaUkraineWar #Donbas #Ukraine️ https://t.co/ow89AZOZzh",,,,,,0,0,Twitter Web App,1.5056662693071462e+18,🔥fuoco copertura 🔥 spostamento colonne dell'esercito forze armate russe.part 1️⃣ 🆉 zperlavittoria ✊🇷🇺🆉 zaporozhye donbas putin kharkiv zelenskywarcriminal putin odessa kiev ucraina russianukrainianwar russiaukrainewar donbas ukraine️
7,,1517966930220621825,2022-04-23 20:41:33+00:00,#NaziRussia #Nazi #NaziRussianArmy #WarCrimes #WarCrimesofRussia #genocide #GenocideOfUkrainians #RussiaUkraineWar #War #Ukraine https://t.co/BYUMcwFg9x,,,,,"['NaziRussia', 'Nazi', 'NaziRussianArmy', 'WarCrimes', 'WarCrimesofRussia', 'genocide', 'GenocideOfUkrainians', 'RussiaUkraineWar']",0,0,Twitter for Android,1.49869079270101e+18,nazirussia nazi nazirussianarmy warcrimes warcrimesofrussia genocide genocideofukrainians russiaukrainewar war ukraine
8,"Moscow 🆉 55.77174400703612, 3",1517966595213168640,2022-04-23 20:40:13+00:00,"🆉 #Zperlavittoria ✊🇷🇺🆉 #Zaporozhye 
#Donbas #putin #Kharkiv #ZelenskyWarCriminal  #putin #Odessa #kiev #Ucraina #RussianUkrainianWar #RussiaUkraineWar #Donbas #Ukraine️ https://t.co/dAnizV5RpQ",,,,,"['Zperlavittoria', 'Zaporozhye', 'Donbas', 'putin', 'Kharkiv', 'ZelenskyWarCriminal', 'putin', 'Odessa', 'kiev', 'Ucraina']",0,0,Twitter Web App,1.5056662693071462e+18,🆉 zperlavittoria ✊🇷🇺🆉 zaporozhye donbas putin kharkiv zelenskywarcriminal putin odessa kiev ucraina russianukrainianwar russiaukrainewar donbas ukraine️
9,"Gdańsk, Polska",1517966203318415360,2022-04-23 20:38:39+00:00,#Scholz #RussiaUkraineWar https://t.co/c0l0ZQIJG3,,,,,"['Scholz', 'RussiaUkraineWar']",0,0,Twitter Web App,2777640456.0,scholz russiaukrainewar
10,,1517965670264287233,2022-04-23 20:36:32+00:00,"#ZelenskyWarCriminal #UkraineRussia #RussiaUkraineWar #Ucraina #GuerraRusiaUcrania Oggi a Gerusalemme, in occasione della festa del Santo Fuoco, è stata issata la bandiera russa https://t.co/3AWGZ7c60r",,,,,"['ZelenskyWarCriminal', 'UkraineRussia', 'RussiaUkraineWar', 'Ucraina', 'GuerraRusiaUcrania']",0,0,Twitter for Android,2491689563.0,zelenskywarcriminal ukrainerussia russiaukrainewar ucraina guerrarusiaucrania oggi gerusalemme occasione festa santo fuoco stata issata bandiera russa
11,Islamabad,1517965601427361793,2022-04-23 20:36:16+00:00,"#Exclusive 

@ZelenskyyUa threatens to quit talks if #Russia holds ‘pseudo-referendums’   
#pakustv #NYC #Politics #RussiaUkraineWar #MariupolGenocide #peacetalks #BattleOfDonbas2022 
https://t.co/SwKcaxHnLP",,,,,"['Exclusive', 'Russia', 'pakustv', 'NYC', 'Politics']",0,0,Twitter Web App,942797970.0,exclusive zelenskyyua threatens to quit talks if russia holds ‘ pseudo-referendums ’ pakustv nyc politics russiaukrainewar mariupolgenocide peacetalks battleofdonbas2022
12,Ukraine,1517963886649126912,2022-04-23 20:29:27+00:00,"#StopRussia #EU #NATO #RussiaUkraineWar 
@NATO @EmmanuelMacron @OlafScholz @POTUS @BorisJohnson  
 #ArmUkraineNow #NATOINUKRAINENOW https://t.co/H0E1f5JBLP",,,,,"['StopRussia', 'EU', 'NATO', 'RussiaUkraineWar', 'ArmUkraineNow']",0,0,Twitter Web App,151208553.0,stoprussia eu nato russiaukrainewar nato emmanuelmacron olafscholz potus borisjohnson armukrainenow natoinukrainenow
13,"Moscow 🆉 55.77174400703612, 3",1517962094850850816,2022-04-23 20:22:20+00:00,"I sistemi di difesa aerea russi hanno abbattuto un elicottero Mi-8 ucraino in direzione #Zaporozhye 🆉 #Zperlavittoria ✊🇷🇺🆉
#Donbas #putin #Kharkiv #ZelenskyWarCriminal  #putin #Odessa #kiev #Ucraina #Russia #RussianUkrainianWar #RussiaUkraineWar #leopoli #Donbas #Ukraine️ https://t.co/nqbe1h04OE",,,,,['Zaporozhye'],2,2,Twitter Web App,1.5056662693071462e+18,sistemi difesa aerea russi abbattuto elicottero mi-8 ucraino direzione zaporozhye 🆉 zperlavittoria ✊🇷🇺🆉 donbas putin kharkiv zelenskywarcriminal putin odessa kiev ucraina russia russianukrainianwar russiaukrainewar leopoli donbas ukraine️
14,"Moscow 🆉 55.77174400703612, 3",1517960951269580800,2022-04-23 20:17:47+00:00,"Per i ragazzi
🆉 #Zperlavittoria ✊🇷🇺🆉
#Donbas #putin #Kharkiv #ZelenskyWarCriminal #Zaporizhzhia #putin #Odessa #kiev #Ucraina #Russia #RussianUkrainianWar #RussiaUkraineWar #leopoli #Donbas #Ukraine️ https://t.co/fYWnIOeerw",,,,,"['Zperlavittoria', 'Donbas', 'putin', 'Kharkiv', 'ZelenskyWarCriminal', 'Zaporizhzhia', 'putin', 'Odessa']",0,0,Twitter Web App,1.5056662693071462e+18,ragazzi 🆉 zperlavittoria ✊🇷🇺🆉 donbas putin kharkiv zelenskywarcriminal zaporizhzhia putin odessa kiev ucraina russia russianukrainianwar russiaukrainewar leopoli donbas ukraine️
15,,1517959353583603712,2022-04-23 20:11:26+00:00,"@RepMTG @SpeakerPelosi 🖕
424-8, House easily passes bill to revoke Russia’s normal trade status, sending bill to Senate. The lone NO votes:
Boebert (R)
Massie (R)
Gaetz (R)
Biggs (R)
Greene (R)
Bishop (R)
Roy (R)
Grothman (R)

#RussiaUkraineWar #RussiaUkraine",1.5179469408304005e+18,1.3443565767868662e+18,,,,0,1,Twitter for Android,1.3169771268687995e+18,repmtg speakerpelosi 🖕 424-8 house easily passes bill to revoke russia ’ s normal trade status sending bill to senate the lone no votes boebert r massie r gaetz r biggs r greene r bishop r roy r grothman r russiaukrainewar russiaukraine
16,"Subcarpathia, Poland",1517959236759736325,2022-04-23 20:10:59+00:00,"🇷🇺🇺🇦⚡️ Dyplomatyczne podsumowanie dzisiejszego dnia wojny w Ukrainie:

#Ukraine #Ukraina #RussianArmy #Russia #RussiaUkraineWar #UkraineArmy #Diplomacy https://t.co/QN05IFMbP3",,,,,"['Ukraine', 'Ukraina', 'RussianArmy', 'Russia']",0,0,Twitter Web App,1.427232586473132e+18,🇷🇺🇺🇦⚡️ dyplomatyczne podsumowanie dzisiejszego dnia wojny w ukrainie ukraine ukraina russianarmy russia russiaukrainewar ukrainearmy diplomacy
17,,1517959178177892352,2022-04-23 20:10:45+00:00,"➡️Ukrayna güçleri Harkov'da bir Rus Orlan-10 İHA'sını İngiltere'den temin edilen Martlet füzesiyle düşürdü.

#Putin #Ukraine #Ukrania #UkraineRussianWar #UkraineRussia #UkraineWar #Russia #RussiaUkraineWar #Ukrainian #SonDakika #SONDAKIKA 
#RussiaUkraine #Zelensky #Putin #Azov https://t.co/hc41V21X6R",,,,,['Putin'],0,0,Twitter for Android,1.1225855439535308e+18,➡️ukrayna güçleri harkov'da bir rus orlan-10 i̇ha'sını i̇ngiltere'den temin edilen martlet füzesiyle düşürdü putin ukraine ukrania ukrainerussianwar ukrainerussia ukrainewar russia russiaukrainewar ukrainian sondakika sondakika russiaukraine zelensky putin azov
18,Bangalore,1517958724320563200,2022-04-23 20:08:56+00:00,‘യുദ്ധം അവസാനിപ്പിക്കാം’; പുടിനെ ചർച്ചയ്ക്ക് വിളിച്ച് സെലൻസ്കി;  മറുപടി പറയാതെ റഷ്യ #russiaukrainewar #ukraine #ukrain #russia #malayalamnews #war #യുദ്ധം #റഷ്യ #ലോകം #world #worldnews #vladimirputin https://t.co/GF8DLjVBFy,,,,,"['russiaukrainewar', 'ukraine']",0,0,Oneindia Malayalam,18186688.0,‘ യുദ്ധം അവസാനിപ്പിക്കാം ’ പുടിനെ ചർച്ചയ്ക്ക് വിളിച്ച് സെലൻസ്കി മറുപടി പറയാതെ റഷ്യ russiaukrainewar ukraine ukrain russia malayalamnews war യുദ്ധം റഷ്യ ലോകം world worldnews vladimirputin
19,,1517958357356793863,2022-04-23 20:07:29+00:00,"https://t.co/9atdEyyGE8
#istandwithrussia #RussiaUkraineWar 
#DonbassGenocide 
#VolodymyrZelenskyy #RussiaUkraineConflict #Ukraine️  #FASCISM",,,,,"['istandwithrussia', 'RussiaUkraineWar', 'DonbassGenocide', 'VolodymyrZelenskyy']",0,0,Twitter Web App,1.4660260626353234e+18,istandwithrussia russiaukrainewar donbassgenocide volodymyrzelenskyy russiaukraineconflict ukraine️ fascism
20,Islamabad,1517958137051238400,2022-04-23 20:06:36+00:00,"#NEWSUPDATE 

#Russia Admits 1 Dead, 27 Missing After #MoskvaCruiser Sinking - ""The #Moscow Times""  
#pakustv #NYC #MoskvaDown #RussiaUkraineWar #Kremlin 
https://t.co/iH38Dwzmvh",,,,,"['NEWSUPDATE', 'Russia', 'MoskvaCruiser', 'Moscow', 'pakustv', 'NYC']",0,0,Twitter Web App,942797970.0,newsupdate russia admits 1 dead 27 missing after moskvacruiser sinking `` the moscow times '' pakustv nyc moskvadown russiaukrainewar kremlin
21,"Moscow 🆉 55.77174400703612, 3",1517957936341032960,2022-04-23 20:05:48+00:00,"""Malditos bastardos""
#Kharkov
🆉 #Zperlavittoria ✊🇷🇺🆉
#Donbas #putin #Kharkiv #ZelenskyWarCriminal #Zaporizhzhia #putin #Odessa #kiev #Ucraina #Russia #RussianUkrainianWar #RussiaUkraineWar #leopoli #Donbas #Ukraine️ https://t.co/PpMnMERyrd",,,,,"['Kharkov', 'Zperlavittoria', 'Donbas', 'putin', 'Kharkiv', 'ZelenskyWarCriminal', 'Zaporizhzhia']",0,0,Twitter Web App,1.5056662693071462e+18,`` malditos bastardos '' kharkov 🆉 zperlavittoria ✊🇷🇺🆉 donbas putin kharkiv zelenskywarcriminal zaporizhzhia putin odessa kiev ucraina russia russianukrainianwar russiaukrainewar leopoli donbas ukraine️
22,Grèce,1517956703282675714,2022-04-23 20:00:54+00:00,"The War in #Ukraine 's #Donbas :Origins, Contexts and the Future
#UkraineRussiaWar #UkraineWar #UkraineRussianWar #UkraineRussia #Zelensky #Russia #RussiaUkraineWar #RussiaUkraine #RussianUkrainianWar #russieukraine 
https://t.co/5FdAxhr0SK https://t.co/7kIoOfC2xJ",,,,,"['Ukraine', 'Donbas', 'UkraineRussiaWar', 'UkraineWar', 'UkraineRussianWar']",0,0,Twitter Web App,874300694.0,the war ukraine 's donbas origins contexts and the future ukrainerussiawar ukrainewar ukrainerussianwar ukrainerussia zelensky russia russiaukrainewar russiaukraine russianukrainianwar russieukraine
23,Groesbeek,1517956347291213829,2022-04-23 19:59:30+00:00,"@OlafScholz Folded hands don't determine your strength, actions do. @Die_Gruenen @fdpbt @sdp #Ukraine️ #RussiaUkraineWar",,38150247.0,,,"['Ukraine️', 'RussiaUkraineWar']",0,0,Twitter for Android,70951306.0,olafscholz folded hands do n't determine your strength actions do die_gruenen fdpbt sdp ukraine️ russiaukrainewar
24,"Moscow 🆉 55.77174400703612, 3",1517962094850850816,2022-04-23 20:22:20+00:00,"I sistemi di difesa aerea russi hanno abbattuto un elicottero Mi-8 ucraino in direzione #Zaporozhye 🆉 #Zperlavittoria ✊🇷🇺🆉
#Donbas #putin #Kharkiv #ZelenskyWarCriminal  #putin #Odessa #kiev #Ucraina #Russia #RussianUkrainianWar #RussiaUkraineWar #leopoli #Donbas #Ukraine️ https://t.co/nqbe1h04OE",,,,,['Zaporozhye'],2,2,Twitter Web App,1.5056662693071462e+18,sistemi difesa aerea russi abbattuto elicottero mi-8 ucraino direzione zaporozhye 🆉 zperlavittoria ✊🇷🇺🆉 donbas putin kharkiv zelenskywarcriminal putin odessa kiev ucraina russia russianukrainianwar russiaukrainewar leopoli donbas ukraine️
25,Donetsk,1517850252807753728,2022-04-23 12:57:55+00:00,"War is hitting #Odessa. Details still to be confirmed. 
#RussiaUkraineWar https://t.co/SIummTCynO",,,,,"['Odessa', 'RussiaUkraineWar']",115,306,Twitter for Android,2445134780.0,war is hitting odessa details still to be confirmed russiaukrainewar
26,,1517945132447903747,2022-04-23 19:14:56+00:00,"The mayor of Odesa speaking tonight:
""The building behind me the occupiers call a military target. It is not a military target.. 8 are confirmed dead including a 3 month old girl""

#Odessa #RussiaUkraineWar https://t.co/O0xN04ZNwe",,,,,,3,1,Twitter for Android,2280606265.0,the mayor of odesa speaking tonight '' the building behind me the occupiers call military target it is not military target .. 8 are confirmed dead including 3 month old girl '' odessa russiaukrainewar
27,,1517967820105170944,2022-04-23 20:45:05+00:00,"#Turkey closes airspace to Russian military aircraft to #Syria: FM Çavuşoğlu 

#Russia #Ukraine #RussiaUkraineWar #NATO #geopolitics #geostrategy

https://t.co/kiuXqOJpA0",,,,,"['Turkey', 'Syria', 'Russia', 'Ukraine', 'RussiaUkraineWar']",1,1,Twitter Web App,132683168.0,turkey closes airspace to russian military aircraft to syria fm çavuşoğlu russia ukraine russiaukrainewar nato geopolitics geostrategy
28,Batumi,1517931021811044352,2022-04-23 18:18:52+00:00,"უკრაინის პრეზიდენტმა, ვოლოდიმირ ზელენსკიმ დღეს განაცხადა: „თუ ჩვენ ხალხს განადგურებენ #Mariupol-ში, თუ რეფერენდუმს გამოაცხადებენ უკრაინის ნებისმიერ ოკუპირებულ ტერიტორიაზე, 🇺🇦 ნებისმიერი მოლაპარაკებიდან გამოვა“.
#RussiaUkraineWar #Zelenskyy #Ukraine
სტატია: https://t.co/06qgl6JeB4 https://t.co/QqDWmu4pRl",,,,,['Mariupol'],3,3,Twitter Web App,1.4329997117582418e+18,უკრაინის პრეზიდენტმა ვოლოდიმირ ზელენსკიმ დღეს განაცხადა „ თუ ჩვენ ხალხს განადგურებენ mariupol-ში თუ რეფერენდუმს გამოაცხადებენ უკრაინის ნებისმიერ ოკუპირებულ ტერიტორიაზე 🇺🇦 ნებისმიერი მოლაპარაკებიდან გამოვა “ russiaukrainewar zelenskyy ukraine სტატია
29,Batumi,1517935082668916737,2022-04-23 18:35:00+00:00,"„ოდესაში დღევანდელი სარაკეტო თავდასხმის 6 მსხვერპლს შორის იყო 3 თვის ბავშვი. კიდევ რამდენი ბავშვი უნდა მოკლას რუსეთი, ტერორიზმის სპონსორ სახელმწიფოთა სიაში რომ მოხვდეს? გვითხარით, ჩვენ დავთვლით,“ - მიხაილო პოდოლიაკი 
#RussiaUkraineWar #Odessa 
https://t.co/IuEgSx1GnA https://t.co/k91Y2ARjp8",,,,,,2,2,Twitter Web App,1.4329997117582418e+18,„ ოდესაში დღევანდელი სარაკეტო თავდასხმის 6 მსხვერპლს შორის იყო 3 თვის ბავშვი კიდევ რამდენი ბავშვი უნდა მოკლას რუსეთი ტერორიზმის სპონსორ სახელმწიფოთა სიაში რომ მოხვდეს გვითხარით ჩვენ დავთვლით “ მიხაილო პოდოლიაკი russiaukrainewar odessa
30,,1509135696623198211,2022-03-30 11:49:23+00:00,"😂😂😂😂😂😂 I wish you try Mr Putin @KremlinRussia_E may God be with
 Ukraine

 #Putin #war #infosec
 #UkraineUnderAttaсk  #RussiaUkraineWar #CyberAttack #Hacked #funny #PutinIsaWarCriminal #Moscow https://t.co/JGITFUEl5h",,,,,"['Putin', 'war', 'infosec']",1,4,Twitter for Android,1.5081276696779205e+18,😂😂😂😂😂😂 wish you try mr putin kremlinrussia_e may god be with ukraine putin war infosec ukraineunderattaсk russiaukrainewar cyberattack hacked funny putinisawarcriminal moscow
31,Donetsk,1517850252807753728,2022-04-23 12:57:55+00:00,"War is hitting #Odessa. Details still to be confirmed. 
#RussiaUkraineWar https://t.co/SIummTCynO",,,,,"['Odessa', 'RussiaUkraineWar']",115,306,Twitter for Android,2445134780.0,war is hitting odessa details still to be confirmed russiaukrainewar
32,"Kuala Lumpur, Malaysia",1513790584666075140,2022-04-12 08:06:14+00:00,"https://t.co/qMHDxK1aUy

Jack Matlock, US Ambassador to the USSR: We face an avoidable crisis between the US &amp; #Russia that was predictable, willfully precipitated https://t.co/wANadzc8hW

#Biden #Putin #Ukraine #UkraineRussiaWar #RussiaUkraineWar #UkraineRussianWar #NATO #Truth",,,,,,3,1,Twitter Web App,1.1997681328327762e+18,jack matlock us ambassador to the ussr we face an avoidable crisis between the us amp russia that was predictable willfully precipitated biden putin ukraine ukrainerussiawar russiaukrainewar ukrainerussianwar nato truth
33,,1517947567648169986,2022-04-23 19:24:36+00:00,"A young Russian mother rips off the letter ""Z"" off the windows of her child's nursery.
She has been fined for trying to discredit the Russian army.

Most sad is that a teacher ever thought promoting a brutal war was either a good idea or required of her

#RussiaUkraineWar https://t.co/fmIkfXxbc6",,,,,,1,0,Twitter for Android,2280606265.0,young russian mother rips off the letter `` z '' off the windows of her child 's nursery she has been fined for trying to discredit the russian army most sad is that teacher ever thought promoting brutal war was either good idea or required of her russiaukrainewar
34,Lee aquí 👇🏼 el último TEVDA,1512730438913118208,2022-04-09 09:53:36+00:00,"""Mariposillas en el #estómago"":

https://t.co/V1T43YlKzl

#COVID19 #Covid_19 #COVIDー19 #Contagios #Positivos #Covid #Ukraine #Russia #ToqueDeQueda #Pfizer #EstadoDeAlarma #Rusia #RussiaUkraineWar #Mascarillas @jjaranaz94 #Vacunas #Vaccines #Coronavirus #FelizSabado #Tyler #TEVDA https://t.co/8OojqpSVku",,,,,"['estómago', 'COVID19', 'Covid_19', 'COVIDー19', 'Contagios', 'Positivos', 'Covid']",4,2,Twitter for Android,9.626634991294095e+17,`` mariposillas en el estómago '' covid19 covid_19 covidー19 contagios positivos covid ukraine russia toquedequeda pfizer estadodealarma rusia russiaukrainewar mascarillas jjaranaz94 vacunas vaccines coronavirus felizsabado tyler tevda
35,Lee aquí 👇🏼 el último TEVDA,1515280534703906825,2022-04-16 10:46:46+00:00,"""Un #cumpleaños #diferente"":

https://t.co/UJgfILigAt

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukraine #Russia #ToqueDeQueda #EstadoDeAlarma #Rusia #RussiaUkraineWar #Kiev #Putin @jjaranaz94 #Vacuna #Vaccine #Coronavirus #FelizSabado #SabadoSanto #VigiliaPascual https://t.co/NXp1U0eH2W",,,,,"['cumpleaños', 'diferente', 'COVID19', 'Covid_19', 'COVIDー19', 'Contagio', 'Positivo', 'Covid']",2,2,Twitter for Android,9.626634991294095e+17,`` cumpleaños diferente '' covid19 covid_19 covidー19 contagio positivo covid ukraine russia toquedequeda estadodealarma rusia russiaukrainewar kiev putin jjaranaz94 vacuna vaccine coronavirus felizsabado sabadosanto vigiliapascual
36,Lee aquí 👇🏼 el último TEVDA,1517599998359314433,2022-04-22 20:23:29+00:00,"""'PedaZitos' de vuelta (IV)"":

https://t.co/fenm0sfOzs

#COVID19 #Covid_19 #COVIDー19 #Contagio #Positivo #Covid #Ukraine #Russia #ToqueDeQueda #Pfizer #EstadoAlarma #Rusia #RussiaUkraineWar #Kiev #Putin @jjaranaz94 #Vacuna #Vaccine #Coronavirus #EarthDay #MarjorieTaylorGreene https://t.co/k2NnXbFScj",,,,,"['COVID19', 'Covid_19', 'COVIDー19', 'Contagio', 'Positivo', 'Covid']",3,2,Twitter for Android,9.626634991294095e+17,`` 'pedazitos de vuelta iv '' covid19 covid_19 covidー19 contagio positivo covid ukraine russia toquedequeda pfizer estadoalarma rusia russiaukrainewar kiev putin jjaranaz94 vacuna vaccine coronavirus earthday marjorietaylorgreene
37,,1517943452641726465,2022-04-23 19:08:15+00:00,#BREAKING #breastfeeding #Odessa #RussianUkrainianWar #RussiaUkraineWar #UkraineRussianWar #UkraineRussiaWar #UnitedNations Odessa.. bugünki saldırının bir evin içinden videosu https://t.co/3rS00jdsvP,,,,,"['BREAKING', 'breastfeeding', 'Odessa', 'RussianUkrainianWar', 'RussiaUkraineWar', 'UkraineRussianWar', 'UkraineRussiaWar']",1,2,Twitter for iPhone,1.495131422616699e+18,breaking breastfeeding odessa russianukrainianwar russiaukrainewar ukrainerussianwar ukrainerussiawar unitednations odessa .. bugünki saldırının bir evin içinden videosu
38,127.0. 0.1,1517239007733813250,2022-04-21 20:29:03+00:00,"With the numerous atrocities happening in #Ukraine the #Russian citizens remain in the dark @squad3o3 along with #Anonymous ask everyone to please send factual Intel to #Russia using https://t.co/3w7ZRfvMRU via text, call or email. #UkraineRussianWar #RussiaUkraineWar https://t.co/4xFMgc6lxg",,,,,"['Ukraine', 'Russian']",96,224,Twitter for iPhone,1.0650538280038892e+18,with the numerous atrocities happening ukraine the russian citizens remain the dark squad3o3 along with anonymous ask everyone to please send factual intel to russia using via text call or email ukrainerussianwar russiaukrainewar
39,Lee aquí 👇🏼 el último TEVDA,1517820406996086784,2022-04-23 10:59:19+00:00,"""'PedaZitos' de vuelta (IV)"":

https://t.co/fenm0sfOzs

#COVID19 #Covid_19 #COVIDー19 #Contagios #Positivos #Covid #Ukraine #Russia #Pfizer #Rusia #RussiaUkraineWar #Kiev #Putin @jjaranaz94 #Vacunas #Vaccines #Coronavirus #FelizSabado #DiaDelLibro #SantJordi #23deAbril #23Abril https://t.co/z48PPaL1Sq",,,,,"['COVID19', 'Covid_19', 'COVIDー19', 'Contagios', 'Positivos', 'Covid']",2,2,Twitter for Android,9.626634991294095e+17,`` 'pedazitos de vuelta iv '' covid19 covid_19 covidー19 contagios positivos covid ukraine russia pfizer rusia russiaukrainewar kiev putin jjaranaz94 vacunas vaccines coronavirus felizsabado diadellibro santjordi 23deabril 23abril
40,Lemont PA,1517510471590592514,2022-04-22 14:27:45+00:00,"I have been reading the brilliant #RussiaUkraineWar coverage of @OzKaterji @Militarylandnet @KofmanMichael @HN_Schlottman @Nrg8000 but if this #ChemicalPlant Fire is as bad as it appears, this will not be a long war. #Russia has lost a unique key tool it needs to make #War.",1.5175104676352696e+18,15308281.0,,,['RussiaUkraineWar'],104,756,Twitter Web App,15308281.0,have been reading the brilliant russiaukrainewar coverage of ozkaterji militarylandnet kofmanmichael hn_schlottman nrg8000 but if this chemicalplant fire is as bad as it appears this will not be long war russia has lost unique key tool it needs to make war
41,Kyiv - Ukraine ,1517930561045729281,2022-04-23 18:17:02+00:00,"⚡️ #Russia's defense ministry says its troops have conducted a missile strike on a depot containing weapons delivered by the US and European countries to Ukrainian forces near Odessa.
#RussiaUkraineWar",,,,,['Russia'],5,2,Ukraine War 24,1.497198311840825e+18,⚡️ russia 's defense ministry says its troops have conducted missile strike on depot containing weapons delivered by the us and european countries to ukrainian forces near odessa russiaukrainewar
42,Donetsk,1517850252807753728,2022-04-23 12:57:55+00:00,"War is hitting #Odessa. Details still to be confirmed. 
#RussiaUkraineWar https://t.co/SIummTCynO",,,,,"['Odessa', 'RussiaUkraineWar']",115,306,Twitter for Android,2445134780.0,war is hitting odessa details still to be confirmed russiaukrainewar
43,"Kuala Lumpur, Malaysia",1513793216226934784,2022-04-12 08:16:42+00:00,"https://t.co/zx4mSJdzN5

Vote blue to make your dreams untrue

Vote red &amp; you are dead

Don't just sit on the East &amp; West coasts, staring at the horizon, waiting for change

Change starts with you
Have a dream

#Biden #racism #Trump #GQP #BLM #Ukraine #Russia #RussiaUkraineWar",,,,,,2,0,Twitter Web App,1.1997681328327762e+18,vote blue to make your dreams untrue vote red amp you are dead do n't just sit on the east amp west coasts staring at the horizon waiting for change change starts with you have dream biden racism trump gqp blm ukraine russia russiaukrainewar
44,Ukraine,1517331896358813696,2022-04-22 02:38:09+00:00,"Defenders of Mariupol consider unacceptable the demand of the Russian Federation to lay down their weapons and surrender. 
https://t.co/6At1SP4wk8
#RussiaUkraineWar",,,,,,177,655,Twitter Web App,2288308578.0,defenders of mariupol consider unacceptable the demand of the russian federation to lay down their weapons and surrender russiaukrainewar
